date,symbol,name,sector,open_price,high_price,low_price,close_price,prev_close,percent_change,volume,turnover,transactions
2026-03-20,SBID2090,SBID2090,Unknown,1055.0,1105.0,1055.0,1105.0,1060.0,4.25,909.0,988387.1,9
2026-03-20,SBL,SBL,Unknown,392.0,415.0,392.0,407.2,400.0,1.8,211253.0,86024682.8,576
2026-03-20,SBLD2091,SBLD2091,Unknown,1073.7,1105.0,1073.7,1105.0,1094.9,0.92,475.0,523770.0,4
2026-03-20,SBLD83,SBLD83,Unknown,1090.0,1116.5,1090.0,1116.5,1095.0,1.96,115.0,127279.5,11
2026-03-20,SBLD84,SBLD84,Unknown,1066.9,1066.9,1066.9,1066.9,1046.0,2.0,164.0,174971.6,1
2026-03-20,SCB,SCB,Unknown,670.0,673.0,663.8,667.4,663.0,0.66,40079.0,26856802.4,237
2026-03-20,SCBD,SCBD,Unknown,1130.0,1130.0,1117.0,1117.0,1128.0,-0.98,50.0,56175.0,2
2026-03-20,SDBD87,SDBD87,Unknown,1130.0,1130.0,1130.0,1130.0,1133.0,-0.26,25.0,28250.0,1
2026-03-20,SEF,SEF,Unknown,10.33,10.33,10.0,10.1,10.14,-0.39,7600.0,76286.0,11
2026-03-20,SFCL,SFCL,Unknown,414.5,422.0,411.0,421.0,410.0,2.68,53757.0,22432218.2,331
2026-03-20,SFEF,SFEF,Unknown,10.6,10.65,10.24,10.48,10.42,0.58,496596.0,5278366.76,27
2026-03-20,SFMF,SFMF,Unknown,10.4,10.6,10.3,10.6,10.4,1.92,13299.0,139637.5,7
2026-03-20,SGHC,SGHC,Unknown,407.9,430.0,407.9,418.0,416.0,0.48,78152.0,32844302.9,383
2026-03-20,SGIC,SGIC,Unknown,500.1,521.0,496.0,515.0,499.0,3.21,60619.0,30909104.2,510
2026-03-20,SHEL,SHEL,Unknown,344.7,347.0,337.0,338.7,338.0,0.21,796798.0,272946043.8,2011
2026-03-20,SHINE,SHINE,Unknown,422.0,438.5,421.4,433.0,423.0,2.36,120787.0,52408505.8,537
2026-03-20,SHINED,SHINED,Unknown,1135.0,1136.0,1135.0,1136.0,1150.0,-1.22,50.0,56775.0,2
2026-03-20,SHIVM,SHIVM,Unknown,654.8,672.0,654.8,671.9,651.0,3.21,560219.0,372434447.6,1703
2026-03-20,SHL,SHL,Unknown,507.6,525.0,502.0,516.0,507.8,1.61,107712.0,55482424.0,365
2026-03-20,SHLB,SHLB,Unknown,1644.4,1644.4,1625.0,1644.0,1621.0,1.42,911.0,1487448.0,28
2026-03-20,SHPC,SHPC,Unknown,533.2,563.9,533.2,557.0,544.0,2.39,250240.0,139670650.3,832
2026-03-20,SICL,SICL,Unknown,670.2,679.0,658.0,665.0,657.1,1.2,19564.0,13014746.7,153
2026-03-20,SIFC,SIFC,Unknown,600.0,614.0,592.0,614.0,598.5,2.59,34230.0,20769710.5,179
2026-03-20,SIGS2,SIGS2,Unknown,9.99,10.01,9.81,10.01,9.8,2.14,52625.0,516977.25,9
2026-03-20,SIGS3,SIGS3,Unknown,10.31,10.52,10.13,10.29,10.32,-0.29,5600.0,57737.0,19
2026-03-20,SIKLES,SIKLES,Unknown,660.0,680.0,658.0,667.0,662.8,0.63,57708.0,38527985.4,370
2026-03-20,SINDU,SINDU,Unknown,783.8,830.0,783.8,829.8,799.7,3.76,66159.0,54120633.3,565
2026-03-20,SJCL,SJCL,Unknown,315.0,344.6,315.0,339.0,313.9,8.0,286529.0,95422211.2,1157
2026-03-20,SJLIC,SJLIC,Unknown,456.0,472.0,455.0,472.0,451.0,4.66,64297.0,29894926.0,579
2026-03-20,SKBBL,SKBBL,Unknown,799.0,810.0,793.0,799.0,789.0,1.27,19249.0,15413312.5,193
2026-03-20,SLBBL,SLBBL,Unknown,850.0,862.0,843.2,859.0,838.7,2.42,18156.0,15514083.0,196
2026-03-20,SLBSL,SLBSL,Unknown,1344.0,1369.9,1332.5,1369.9,1344.8,1.87,4318.0,5818714.4,77
2026-03-20,SLCF,SLCF,Unknown,9.73,10.09,9.73,9.89,9.9,-0.1,65889.0,655248.21,39
2026-03-20,SMATA,SMATA,Unknown,827.0,839.0,815.0,827.9,811.3,2.05,15860.0,13092011.1,198
2026-03-20,SMB,SMB,Unknown,1880.0,1924.0,1880.0,1921.9,1900.0,1.15,3562.0,6778670.8,68
2026-03-20,SMFBS,SMFBS,Unknown,1664.0,1678.0,1647.0,1678.0,1664.0,0.84,1594.0,2652072.6,34
2026-03-20,SMH,SMH,Unknown,638.0,642.0,630.0,640.0,630.0,1.59,54899.0,34919903.5,358
2026-03-20,SMHL,SMHL,Unknown,529.0,552.5,527.0,545.2,527.0,3.45,519901.0,281863441.9,2062
2026-03-20,SMJC,SMJC,Unknown,508.4,508.4,493.0,494.0,498.5,-0.9,50045.0,24887195.6,377
2026-03-20,SMPDA,SMPDA,Unknown,894.9,904.0,885.0,900.0,891.4,0.96,10331.0,9247383.0,138
2026-03-20,SNLI,SNLI,Unknown,479.0,495.0,479.0,489.0,479.1,2.07,68796.0,33592174.1,869
2026-03-20,SOHL,SOHL,Unknown,405.5,439.2,405.5,439.2,399.3,9.99,1850.0,810055.0,173
2026-03-20,SONA,SONA,Unknown,465.1,475.0,456.0,473.9,456.0,3.93,147325.0,69081125.8,1168
2026-03-20,SPC,SPC,Unknown,530.0,534.0,520.0,526.0,524.8,0.23,49699.0,26286876.4,319
2026-03-20,SPDL,SPDL,Unknown,452.0,458.0,443.0,444.0,450.1,-1.36,387433.0,174708103.2,822
2026-03-20,SPHL,SPHL,Unknown,585.0,602.9,575.0,580.0,579.8,0.03,32734.0,19061031.2,194
2026-03-20,SPIL,SPIL,Unknown,725.1,733.9,725.0,733.0,724.0,1.24,13027.0,9519159.7,93
2026-03-20,SPL,SPL,Unknown,732.0,773.0,732.0,754.0,745.0,1.21,39953.0,29723719.1,259
2026-03-20,SRBLD83,SRBLD83,Unknown,1049.1,1049.1,1049.0,1049.0,1048.0,0.1,140.0,146865.0,3
2026-03-20,SRLI,SRLI,Unknown,404.9,421.0,404.9,416.9,404.8,2.99,110714.0,46010342.3,872
2026-03-20,SSHL,SSHL,Unknown,243.5,250.0,240.0,242.0,238.8,1.34,1619903.0,398410779.5,4686
2026-03-20,STC,STC,Unknown,6110.0,6150.0,6055.1,6061.2,6150.0,-1.44,4738.0,28841367.7,82
2026-03-20,SWASTIK,SWASTIK,Unknown,2817.0,2890.0,2808.0,2862.0,2817.0,1.6,1134.0,3246110.0,61
2026-03-20,SWBBL,SWBBL,Unknown,767.0,775.0,759.0,768.0,757.0,1.45,15488.0,11864393.7,156
2026-03-20,SWMF,SWMF,Unknown,685.1,707.9,685.1,704.0,694.0,1.44,13698.0,9593934.5,125
2026-03-20,SYPNL,SYPNL,Unknown,1838.0,1912.0,1802.0,1855.0,1838.1,0.92,184387.0,341768539.9,2225
2026-03-20,TAMOR,TAMOR,Unknown,422.0,430.0,418.0,421.0,424.0,-0.71,76200.0,32433598.0,587
2026-03-20,TPC,TPC,Unknown,425.0,432.0,422.0,422.0,419.5,0.6,183141.0,78103015.5,630
2026-03-20,TRH,TRH,Unknown,775.0,790.5,775.0,776.0,763.0,1.7,2877.0,2241158.0,47
2026-03-20,TSHL,TSHL,Unknown,761.0,783.0,751.0,763.0,774.9,-1.54,24790.0,18910328.4,308
2026-03-20,TTL,TTL,Unknown,920.0,930.0,905.0,915.1,906.0,1.0,43361.0,39755408.4,820
2026-03-20,TVCL,TVCL,Unknown,630.0,636.4,613.1,620.0,624.0,-0.64,36503.0,22667227.7,180
2026-03-20,UAIL,UAIL,Unknown,466.0,502.8,463.0,487.1,463.7,5.05,82165.0,39430282.8,574
2026-03-20,UHEWA,UHEWA,Unknown,638.9,649.6,623.3,627.0,631.2,-0.67,51580.0,32871966.1,337
2026-03-20,ULBSL,ULBSL,Unknown,3183.1,3269.0,3119.5,3245.0,3248.0,-0.09,500.0,1612687.9,33
2026-03-20,ULHC,ULHC,Unknown,581.0,582.0,565.1,565.1,571.4,-1.1,83634.0,47678362.1,314
2026-03-20,UMHL,UMHL,Unknown,620.0,639.5,620.0,630.0,630.0,0.0,189026.0,118846722.1,527
2026-03-20,UMRH,UMRH,Unknown,594.0,594.0,580.0,584.6,583.0,0.27,60802.0,35719386.3,367
2026-03-20,UNHPL,UNHPL,Unknown,510.0,519.5,499.0,518.0,500.0,3.6,345245.0,176603255.9,916
2026-03-20,UNL,UNL,Unknown,47199.0,47290.0,47199.0,47290.0,47199.0,0.19,21.0,993941.9,3
2026-03-20,UNLB,UNLB,Unknown,1858.0,1900.0,1857.0,1890.0,1889.0,0.05,1168.0,2187328.5,36
2026-03-20,UPCL,UPCL,Unknown,421.9,424.9,413.0,417.0,415.2,0.43,459472.0,192523619.6,1135
2026-03-20,UPPER,UPPER,Unknown,222.0,239.5,222.0,235.6,219.1,7.53,2548271.0,593305735.0,8188
2026-03-20,USHEC,USHEC,Unknown,524.0,538.5,520.0,525.0,524.2,0.15,105342.0,55861409.2,584
2026-03-20,USHL,USHL,Unknown,711.1,738.6,710.0,732.0,725.0,0.97,10201.0,7392130.1,112
2026-03-20,USLB,USLB,Unknown,1468.0,1492.9,1467.0,1483.9,1467.0,1.15,4410.0,6509982.2,74
2026-03-20,VLBS,VLBS,Unknown,771.0,782.4,740.5,773.1,771.0,0.27,17814.0,13680206.1,1326
2026-03-20,VLUCL,VLUCL,Unknown,580.0,600.0,576.1,590.0,587.5,0.43,10098.0,5945163.6,191
2026-03-20,WNLB,WNLB,Unknown,1585.0,1591.0,1565.0,1566.9,1560.0,0.44,1493.0,2344692.7,48
